iter	RMSE
568	0.3705419443
569	0.370338835
570	0.370280847
571	0.3701839756
572	0.3700513631
573	0.3698836781
574	0.3696857671
575	0.3694401217
576	0.3692198477
577	0.3691265461
578	0.369034564
579	0.3688747183
580	0.3687230918
581	0.3686173017
582	0.3685686962
583	0.3684755518
584	0.3683105699
585	0.3681397257
586	0.3679814418
587	0.3678770492
588	0.367774985
589	0.3676524768
590	0.3675316955
591	0.36738997
592	0.3672991857
593	0.3671576927
594	0.3669829781
595	0.3668052148
596	0.3666318006
597	0.366474657
598	0.3663414151
599	0.3662428883
600	0.366115476
601	0.3659887223
602	0.3658796394
603	0.3657523861
604	0.3657017977
605	0.3656653769
606	0.3655882332
607	0.3654282968
608	0.3652644055
609	0.3652054878
610	0.3650590076
611	0.3649238089
612	0.3648106057
613	0.3647006775
614	0.3645715417
615	0.3644234038
616	0.3642948483
617	0.3641819479
618	0.3640087497
619	0.363877224
620	0.3637146323
621	0.3636520501
622	0.363577117
623	0.3634213525
624	0.3633022095
625	0.3631815228
626	0.3630226085
627	0.3629200902
628	0.3628081736
629	0.3624526596
630	0.3621942136
631	0.3620949942
632	0.3619618615
633	0.3617935567
634	0.3615676183
635	0.3614210101
636	0.3613044928
637	0.3611541279
638	0.3610008469
639	0.3608890037
640	0.3606607633
641	0.3605671642
642	0.3605316696
643	0.3604405178
644	0.3602766882
645	0.3601275857
646	0.3600525476
647	0.359968878
648	0.3598218802
649	0.3597223743
650	0.3596127331
651	0.3594504633
652	0.3593832432
653	0.359261497
654	0.3591912511
655	0.3590595769
656	0.3589301002
657	0.3588050042
658	0.3587083209
659	0.3585839446
660	0.358492165
661	0.3584018566
662	0.3583039559
663	0.3581698904
664	0.3580943782
665	0.3580311169
666	0.3579044366
667	0.3577361679
668	0.3576082223
669	0.3575129735
670	0.3572057211
671	0.3571301164
672	0.357015631
673	0.3569036722
674	0.3568347632
675	0.3567238814
676	0.356593648
677	0.3564995546
678	0.3563738388
679	0.3562172648
680	0.3561087647
681	0.3559894113
682	0.3558281843
683	0.3556967462
684	0.3555700056
685	0.3554621924
686	0.3553399661
687	0.3552186548
688	0.3550359009
689	0.3549364762
690	0.3547854213
691	0.3547058561
692	0.3545591207
693	0.3544458624
694	0.3543631245
695	0.3542513682
696	0.3541167234
697	0.3540455482
698	0.3539888992
699	0.3539076484
700	0.3537930055
701	0.3537283146
702	0.3535763402
703	0.3534338513
704	0.3533892808
705	0.3532728646
706	0.3531626411
707	0.353031132
708	0.3528932437
709	0.3526889456
710	0.3525411366
711	0.3524188948
712	0.3523152963
713	0.3521519379
714	0.3520498612
715	0.3519775967
716	0.3518508259
717	0.351724776
718	0.3516707464
719	0.3515307669
720	0.3514233274
721	0.3513613456
722	0.3512158846
723	0.3510860501
724	0.350903315
725	0.3507098343
726	0.3504888298
727	0.3504008858
728	0.350320361
729	0.3501928398
730	0.3501039936
731	0.3500122871
732	0.3498796258
733	0.3497895606
734	0.3496962819
735	0.3496174534
736	0.3495612668
737	0.3494488712
738	0.3493650613
739	0.3492749797
740	0.3491726067
741	0.3490645015
742	0.3489176101
743	0.3488584049
744	0.3487475744
745	0.3486118475
746	0.348503261
747	0.3484063942
748	0.3482997181
749	0.3482205306
750	0.3481114156
751	0.3479517796
752	0.3477703442
753	0.3477021155
754	0.3476348499
755	0.3475771866
756	0.347483553
757	0.3473079087
758	0.3471482562
759	0.3470226621
760	0.3469403544
761	0.3468729796
762	0.3468035207
763	0.3467680952
764	0.3466113454
765	0.346484064
766	0.3464048043
767	0.3463418697
768	0.3462461064
769	0.3461662294
770	0.3460829964
771	0.345965908
772	0.3458018872
773	0.3456471831
774	0.3455436004
775	0.3454786747
776	0.3453425525
777	0.3452296599
778	0.3451181096
779	0.344985529
780	0.3448962275
781	0.3448321865
782	0.3447677078
783	0.3447179827
784	0.3446018794
785	0.3445281648
786	0.3444596513
787	0.3443938196
788	0.3442462083
789	0.3441748202
790	0.344052011
791	0.3439649357
792	0.3438306358
793	0.3437053291
794	0.3435985109
795	0.3435057574
796	0.3434073078
797	0.3432403316
798	0.3431750508
799	0.3430211565
800	0.3428924701
801	0.3427591647
802	0.3426592364
803	0.3425557626
804	0.3424503764
805	0.3422975926
806	0.3421883301
807	0.3421034033
808	0.3420462028
809	0.3419085436
810	0.3418095046
811	0.3416205519
812	0.3415594371
813	0.3414811167
814	0.3413607919
815	0.3412831482
816	0.3411990008
817	0.3411092531
818	0.3410386046
819	0.3409821228
820	0.3408702596
821	0.3407158322
822	0.3406091291
823	0.3405029269
824	0.3404319886
825	0.3403724561
826	0.3402726526
827	0.3401668138
828	0.3400498881
829	0.3399387834
830	0.3398557382
831	0.3397875231
832	0.3397071825
833	0.339626008
834	0.3395275806
835	0.3394364815
836	0.3393535548
837	0.3391987683
838	0.339076489
839	0.3389220971
840	0.3388952945
841	0.3387955652
842	0.3387004959
843	0.3386338886
844	0.3385216288
845	0.3384192414
846	0.3383456269
847	0.3382491412
848	0.3382025116
849	0.3381462501
850	0.3380971814
851	0.3380066854
852	0.3379618975
853	0.3379189199
854	0.337883927
855	0.3378184444
856	0.337769232
857	0.3376833663
858	0.3376015184
859	0.3375232325
860	0.3374003698
861	0.3372921607
862	0.3372115459
863	0.3371326385
864	0.3370033887
865	0.3369097633
866	0.3368415123
867	0.3367383028
868	0.336614629
869	0.3364862494
870	0.3364094166
871	0.3363558703
872	0.3362375213
873	0.3361415229
874	0.336041603
875	0.3359025259
876	0.335825035
877	0.3357426116
878	0.3356873073
879	0.3356272927
880	0.3355563326
881	0.335405753
882	0.3353225133
883	0.3352409434
884	0.3351479598
885	0.3350830826
886	0.335001068
887	0.3349230747
888	0.3348870601
889	0.3348240666
890	0.3347482059
891	0.3346601182
892	0.3345552607
893	0.3344628282
894	0.3343258951
895	0.334228915
896	0.3340944256
897	0.3340441778
898	0.3339597335
899	0.3339191846
900	0.3338495382
901	0.3337605637
902	0.333590059
903	0.3335275871
904	0.333443413
905	0.3333464972
906	0.3332702718
907	0.3331377734
908	0.3330649147
909	0.3329618275
910	0.3328885152
911	0.332828886
912	0.3327895259
913	0.3327130996
914	0.3326194493
915	0.3325310558
916	0.332449418
917	0.3323625555
918	0.3322657175
919	0.3321887351
920	0.332067461
921	0.3318267809
922	0.3317681907
923	0.3316868166
924	0.3316156978
925	0.331520008
926	0.3314761997
927	0.3313466887
928	0.331285124
929	0.3312199735
930	0.331154434
931	0.3310782368
932	0.3309312532
933	0.3308612009
934	0.3307977575
935	0.3306916481
936	0.3306620538
937	0.3305842551
938	0.330500712
939	0.3304188974
940	0.3303265969
941	0.3302512715
942	0.3301924999
943	0.3300994164
944	0.3300146045
945	0.3299207158
946	0.3297895498
947	0.3297451677
948	0.3296318548
949	0.3294626714
950	0.3292495148
951	0.3291635854
952	0.3290830208
953	0.329029247
954	0.3288242474
955	0.328761042
956	0.3287040653
957	0.3285695084
958	0.3285177409
959	0.3284863768
960	0.3284186972
961	0.3283188528
962	0.328262146
963	0.3281529822
964	0.328091143
965	0.3279930602
966	0.3278748433
967	0.3278152333
968	0.3276975433
969	0.3275627646
970	0.3274679025
971	0.3274303857
972	0.3273770775
973	0.3272367562
974	0.3271695155
975	0.3270783133
976	0.3269699787
977	0.3268661549
978	0.3267559804
979	0.3267157683
980	0.3266393905
981	0.3266160811
982	0.3265380813
983	0.3264681127
984	0.326423308
985	0.3263246879
986	0.326240055
987	0.326182183
988	0.3261170667
989	0.32608197
990	0.3260050169
991	0.3259311965
992	0.3258848245
993	0.3258152814
994	0.325751914
995	0.3256766151
996	0.3256354867
997	0.32556116
998	0.3254585137
999	0.3253831862
